"name","founded_on","num_funding_rounds","last_equity_funding_type","last_funding_at","headquartersCountry","employeeCount","Advertising","Agriculture.and.Farming","Clothing.and.Apparel","Commerce.and.Shopping","Community.and.Lifestyle","Computer.Hardware","Consumer.Electronics","Consumer.Goods","Content.and.Publishing","Data.and.Analytics","Design","Education","Energy","Environment.and.Sustainability","Events","Financial.Services","Food.and.Beverage","Gaming","Government.and.Military","Health.Care","HumanResources","Legal","Life.Sciences","Logistics","Manufacturing","Media.and.Entertainment","Messaging.and.Telecommunications","Music.and.Audio","Natural.Resources","Navigation.and.Mapping","Payments","Privacy.and.Security","Professional.Services","Real.Estate.and.Construction","Sales.and.Marketing","Software_x","Sports","Transportation","Travel.and.Tourism","Video","AR.and.VR","Artificial.Intelligence","Biotechnology","BlockChain","Hardware","Science.and.Engineering","Software_y","Sustainability","Round.1","Round.2","Round.3","Round.4","Round.5","short_description","success","days_since_founding"
"AEXLAB",202,3,10,750,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1e+05,1069000,560000,1352939,5e+06,"Advanced Virtual Reality Studio building groundbreaking VR experiences.",0,1871
"Afresh Technologies",202,5,11,885,83,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1650000,6140000,1.2e+07,1.3e+07,1.15e+08,"Afresh is an AI-powered company selling software to track demand and manage orders for fresh produce in grocery stores.",0,2041
"Afrikrea",1,9,9,722,15,31,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211677,139428,171037,550000,65000,"Afrikrea is a platform to discover, buy, and sell African fashion, arts, and crafts.",0,2202
"AgeX Therapeutics",202,5,8,69,83,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1e+07,386000,5e+06,5200000,43200000,"AgeX is a biotechnology company focused on the development of novel therapeutics for age-related degenerative disease.",1,611
"Agnikul",202,6,11,976,42,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,422416,3120728,1.1e+07,2e+07,2e+07,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",0,2159
"Agrify",1,6,6,990,83,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4500000,7.5e+07,1.7e+07,2210770,1.35e+08,"Agrify is a developer of premium indoor grow solutions for the cannabis and hemp marketplace.",1,2541
"Agrizon",503,12,9,813,83,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,140000,1e+05,125000,1250000,"Agrizon is an specialized e-commerce that delivers by conveniently shipping over 200 worldwide brands of ag inputs and services to farmers.",0,1375
"AgroCenta",129,5,9,865,55,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5e+05,250000,650000,790000,120000,"Agricultural technology platform creating shared value for smallholder farmers and businesses",0,2154
"Agrointeli",202,5,9,690,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45656,669477,763934,60074,6e+05,"Agrointeli is a digital agriculture company that helps farmers make decisions based on real numbers of their crops in a sustainable way.",0,1797
"Agroninja",202,8,9,614,37,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17717,17755,122487,179607,701596,"Agroninja offers a cost effective, secure and stressless solution for cattle weight measurement.",0,1702
"AgroScience Capital Group",22,6,9,598,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1596818,98121,501280,494684,2017479,"Contributing to a green and sustainable global agriculture by developing disruptive innovations in the areas of crop protection & fertilizer",0,2016
"AgroSpheres",47,8,11,945,83,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,750000,225000,4500000,4e+06,75000,"AgroSpheres develops novel technologies that aim to set a new standard for bio-based delivery of active ingredients.",0,2404
"AgroSustain",471,12,10,747,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,102595,113030,20169,131832,100172,"AgroSustain – a one-stop-shop solution for biological plant protection. We aim to reduce food waste and support organic food production by developing farm to fork solutions, like biological fungicides and coatings.",0,1360
"AHOY Holding LTD",530,6,17,764,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250000,299000,715000,285000,2200000,"SaaS, PaaS, e-commerce solutions, logistics, lastmile, mobility, spatial planning, IoT",0,1252
"Aibee",372,8,17,775,17,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3780975,25607598,1e+07,6e+07,74097206,"Aibee is an artificial intelligence solution developer company.",0,1598
"Aiconix.ai",451,9,8,704,22,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,58332,172741,522526,332571,595252,"Aiconix.ai relies on artificial intelligence in the area of ​​video optimization.",0,1347
"Aidoc",21,9,13,847,40,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3500000,4e+06,7e+06,2.7e+07,2e+07,"Aidoc specializes in developing artificial intelligence tools for radiologists.",0,2327
"AiFi",1,4,11,769,83,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4400000,4e+06,1.1e+07,1.5e+07,6.5e+07,"AiFi is an information technology company that specializes in developing store automation systems.",0,2261
"Aifred Health",202,7,7,503,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22016,35000,368426,4e+06,4e+06,"Aifred Health is a Montreal-based healthtech startup that helps clinicians make better treatment decisions in mental healthcare.",0,1553
"AIKO - Autonomous Space Missions",241,6,9,437,44,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,87952,91785,352346,1821779,1817950,"AIKO develops and commercialize algorithms based on Artificial Intelligence to increase the autonomy of small satellite missions.",0,1396
"AILIS Breast Cancer Prediction Technology",1,5,9,704,66,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,405000,405000,1216000,1621000,185000,"AILIS is a pioneering technology that detect symptoms of breast cancer and estimate the risk of developing the illness.",0,2180
"Air",209,4,10,736,83,12,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1500000,4500000,6e+06,1.2e+07,1e+07,"The whiteboard for your team's images and videos. Organize, collaborate, and manage your visual content on Air.",0,1845
"Airbase",202,5,17,869,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7e+06,23500000,6e+07,1.1e+07,1.5e+08,"Airbase serves as an all-in-one spend management platform that helps companies with their financial control and visibility.",0,2021
"AireHealth",395,2,9,397,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1e+05,1500000,4e+06,2250000,6416865,"AireHealth is a nebulizer and medical app that provides patient engagement and medication adherence tracking.",0,1033
"Airfox",19,4,11,71,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1e+05,1141821,1.5e+07,1e+07,5.7e+07,"Mobile wallet and lending solutions",1,957
"Airly",156,5,10,961,66,31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,220000,914298,2e+06,2e+06,3300000,"Provides wireless sensors for monitoring city environments",0,2232
"Airmee",444,8,17,568,73,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37958,83304,4207050,210000,5365400,"Airmee provides a new last mile delivery solution.",0,1187
"Airspace Link",441,7,11,851,83,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,350000,1e+06,3000050,4e+06,1e+07,"Airspace Link digitizes local airspace for urban air mobility.",0,1547
"AirSpeQ",1,5,1,184,83,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,150000,150000,225000,50000,225000,"Improving the world for animals, plants and people by commercializing sensors for fine and ultra fine airborne particulate matter detection.",0,1349
"Airstrike Firefighters",1,2,9,863,83,6,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7e+05,563000,1435066,1e+06,750000,"Provides air-tankers to the aerial firefighting industry",0,2379
"AirWorks",202,6,17,859,83,31,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15000,50000,2300000,250000,2670000,"AirWorks offers an aerial mapping software designed to help land developers and engineers.",0,2007
"Aisera",202,4,13,884,83,176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14499999,2e+07,4e+07,4e+07,9e+07,"Aisera provides AI-driven service solution that automates operations and support for IT, human resources, sales, and customer service.",0,2040
"Aiven",1,6,13,818,30,176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1e+06,1e+07,4e+07,1e+08,6e+07,"Cloud based managed DBaaS, open source database and messaging solutions",0,2323
"Aivero",386,7,9,692,61,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,77000,240000,620000,360000,121000,"Aivero is an information technology company that specializes in the fields of machine vision, robotics, depth video, and 3D video streaming.",0,1456
"AiVita Biomedical",1,6,17,903,83,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2007667,5499233,1.5e+07,16967787,1700000,"AiVita Biomedical is is a medicine company develops commercial and clinical stage programs utilizing curative and regenerative medicines.",0,2433
"AivoCode",1,9,9,526,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149757,150000,981925,750000,150000,"AivoCode is an emerging biotech focused on critical neurological diseases such as traumatic brain injury and Alzheimer’s disease.",0,1949
"AIZEN Global",27,5,11,1016,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,360000,2300000,4200000,7e+06,1.6e+07,"Redesigning Digital Banking with AI Lending Platform 'CreditConnect', powered by proprietary AutoML platform ABACUS",0,2529
"Ajax Health",202,4,12,150,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5e+07,124975000,1.2e+08,8.5e+07,1.5e+07,"Ajax Health accelerates medical innovation through capital and capabilities.",0,898
"Akero Therapeutics",202,5,6,914,83,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5e+07,7e+07,216444400,2.5e+07,1e+08,"Akero Therapeutics is a biotechnology company focused on reversing the NASH epidemic by restoring the body’s metabolism to a balanced state.",1,2081
"Akulaku",1,12,17,996,38,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1300000,1500000,5e+06,1.1e+07,1e+07,"Akulaku aims to improve the quality of life for partners and consumers by presenting a complete and reliable financial ecosystem.",0,2551
"ALACARTE",202,3,7,49,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1e+05,7e+05,70000,1e+05,150000,"Limited information available",0,516
"Alan",21,7,14,812,31,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13066202,28434624,45246616,54327512,222790639,"App-based health insurance platform for individuals and businesses",0,2284
"Albert Health",505,7,9,855,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,120000,28467,85000,86093,87000,"The voice-based health assistant that helps patients to take the right dose at the right time and make life easier for caregivers.",0,1426
"albo",1,6,11,422,56,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25000,7e+05,7400000,1.9e+07,4.5e+07,"albo is the leading Mexican challenger bank.",0,1803
"Albus Health",202,7,1,437,32,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,66574,133149,580943,211930,2097054,"A med-tech startup that has developed a passive and contactless device for monitoring nocturnal symptoms and environmental metrics at home.",0,1461
"Alcatraz",1,5,10,914,83,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1800000,4e+06,6e+06,8e+06,14019270,"Alcatraz modernizes the enterprise access control environment by enabling touchless and secure entry.",0,2447
"Alchemie Solutions",1,11,17,868,83,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,179927,150000,20000,25000,858827,"Gamified platforms for learning organic chemistry",0,2386
"Alchemy",202,5,17,904,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1033120,4364300,1150000,1300000,2999998,"Provider of an AI and cloud based digital twin platform for the chemical industry",0,2068
"Alerje",1,8,9,574,83,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40000,7000,410000,25000,50000,"Provider of food allergy management app",0,2016
"AlfaDocs",1,2,17,1033,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,356789,466739,135852,1931329,2137699,"AlfaDocs is the new generation of doctor practice management systems: a platform that connects. Empowering doctors to help patients!",0,2597
"AlgiKnit",202,4,10,857,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1e+05,556002,2200000,2100000,2400000,"AlgiKnit is a biomaterials company integrating science and design into textile production.",0,2005
"Alight Solutions",202,4,6,571,83,9408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35040000,1324213,7428931,21624095,1699999,"Provider of payroll management, health & retirement benefits, and HR services",1,1647
"Alitheon",202,6,10,921,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1e+06,2795509,4800000,1600000,6100000,"Provider of object identification technology",0,2088
"Alkemi",423,9,9,525,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,350000,120000,565000,525000,2e+05,"Alkemi Network provides a solution that equitably incentivizes various stakeholders to collaborate by putting their coins to work.",0,1166
"AllBright",1,3,12,158,32,31,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2480330,4200000,11698600,16342190,18800000,"Online programmes for women leaders",0,1290
"Allegiant Gold",305,3,6,337,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4196468,2101940,4945500,80231,2145980,"Gold exploration and development company",1,1102
"Alleviant Medical",223,5,17,1022,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1066000,1100000,1.3e+07,1.3e+07,73708262,"Developer of devices to lift the burden of heart failure",0,2185
"Allica Bank",202,6,12,981,32,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,33644500,147176000,136631506,9997427,30507750,"Allica Bank offers commercial mortgages for limited companies.",0,2164
"Allotrope Medical",1,8,10,548,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,224832,150000,120000,951914,50000,"Provider of Intra-operative identification of ureter to remove the need for ureteral stent placement",0,1978
"AllPlants",1,5,11,654,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1032560,9557850,5963400,4496780,2591680,"Internet first restaurant serving plant-based frozen meals",0,2117
"AllRight.com",252,5,17,564,83,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150000,1500000,1100000,5e+06,3900000,"AllRight.com is an online english school for kids and children on educational and exciting programs.",0,1547
"Allstacks",202,6,10,949,83,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1e+05,150000,4700000,4e+06,12300000,"Allstacks is a predictive, curated Business Intelligence for Software Engineering Managers.",0,2124
"Alma",395,5,13,898,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4500000,8e+06,2.8e+07,5e+07,1.3e+08,"Alma, guaranteed and simple split payment.",0,1695
"ALOHA",372,3,11,594,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7910566,4500000,3e+07,40343004,26108245,"Brand of nutrition supplements",0,1372
"alphaics Corporation",157,3,11,450,83,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2384654,152808,947439,8e+06,8e+06,"Provider of processors for datacenters and multiple AI based applications",0,1572
"AltaClaro",157,8,9,782,83,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,50000,155000,185000,50000,"Experiential learning platform providing attorneys with universal access to interactive professional education.",0,2004
"Altana",395,3,11,931,83,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7e+06,1.5e+07,22704712,1.5e+07,1e+08,"Altana is an AI partnership that uses global economic data to make trade safer, more efficient, and more profitable.",0,1736
"Altelium",546,2,7,760,32,31,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,56434,1649536,2757866,2000232,1281508,"Altelium is an InsurTech firm that specializes in insurance for batteries.",0,1194
"Alto Solutions",1,10,11,718,83,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1571423,2800000,5400000,3480000,3480000,"Alternative investment platform for multiple assets",0,2196
"Altoida, Inc.",1,9,10,784,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11428,21857,1168193,750000,6300000,"Altoida Medical Device (AMD) provides health care professionals objective measurements of cognitive performance.",0,2280
"Altum Lab",202,5,17,688,16,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1e+05,1e+05,50000,4e+05,650000,"SaaS platforms to optimize product process with AI",0,1795
"Alume Biosciences",202,4,11,1009,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5772023,5500000,4e+06,3400000,1.3e+07,"Alume Biosciences is a biotechnology company developing nerve-targeted pharmaceuticals for surgical and therapeutic use.",0,2200
"AM Batteries",1,4,10,948,83,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2400000,3e+06,1999998,256000,2.5e+07,"AM Batteries manufactures Li-ion batteries using solvent-free electrode manufacturing technology.",0,2489
"AmacaThera",68,5,10,1005,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2455980,3600000,2699045,8161030,10300000,"AmacaThera is a company commercializing hydrogel-based drug delivery platforms.",0,2444
"Amai Proteins",187,7,17,980,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,850000,590000,6025000,1e+06,5250000,"Amai Proteins  is transforming the food and beverage industry by presenting healthy and tasty protein ingredients for everyday use.",0,2194
"Amalgam Rx",1,2,17,1004,83,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,215000,1223886,1223886,650000,17365000,"Cloud-based administrative task management tool",0,2559
"Ambee",202,8,7,352,42,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,210000,37000,233000,3e+05,650000,"Ambee is an ambulance service",0,1311
"Amber Agriculture",135,3,9,568,83,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,230000,225000,2092562,990804,"Integrated hardware and software platform for real-time monitoring and analysis of grain bins",0,1771
